City,Income_Lakhs,Age,Car_Age,Digital_Usage_Score,Attire,Cookware,Color_Pref,Hardware_Interest,Service_Interest,Annual_Spend,Switch_Intent
Ahmedabad,0.9848344083254746,51,1,6,Casual,Traditional,Vibrant,Dashcam,Mobile Oil Change,15428.514182685913,1
Mumbai,0.7055646950765929,53,3,10,Casual,Traditional,Monochrome,Battery Monitor,Mobile Oil Change,24968.657817066945,1
Pune,1.6232191261370705,42,11,8,Casual,Cast Iron,Pastel,None,Mobile Oil Change,49591.41434519729,1
Ahmedabad,0.7493243658441326,23,12,3,Western Formal,Traditional,Monochrome,Dashcam,AC Clean,33636.6037603073,1
Hyderabad,0.49699808515962574,41,6,3,Casual,Traditional,Vibrant,OBD,Mobile Oil Change,21544.197251090613,1
Mumbai,1.2852092473531394,35,13,5,Saree/Traditional,Smart Electric Pan,Monochrome,Battery Monitor,AC Clean,41628.95377735516,1
Mumbai,0.426008294504872,40,6,10,Casual,Cast Iron,Vibrant,None,Mobile Oil Change,22516.843048106304,1
Hyderabad,0.3,23,11,3,Saree/Traditional,Smart Electric Pan,Vibrant,Battery Monitor,Mobile Oil Change,26151.01499467614,1
Bangalore,1.2799543403167666,46,2,8,Casual,Smart Electric Pan,Vibrant,Dashcam,SOS,27950.947550072728,1
Ahmedabad,0.3,42,4,10,Casual,Cast Iron,Monochrome,None,SOS,20625.19260861617,1
Delhi,1.6651676377772535,34,0,8,Saree/Traditional,Smart Electric Pan,Vibrant,OBD,Mobile Oil Change,32522.252612768534,1
Pune,0.3627997642483225,63,9,2,Saree/Traditional,Traditional,Pastel,OBD,AC Clean,18275.478784568593,1
Delhi,0.3,41,9,4,Saree/Traditional,Smart Electric Pan,Vibrant,Dashcam,Mobile Oil Change,16314.260250827043,1
Hyderabad,1.0237220099155235,28,9,10,Saree/Traditional,Cast Iron,Pastel,OBD,SOS,36292.95996107456,1
Mumbai,1.2867567019778907,43,10,1,Western Formal,Traditional,Pastel,OBD,Mobile Oil Change,38209.36466783697,1
Mumbai,1.4948850382091643,68,0,4,Saree/Traditional,Traditional,Pastel,OBD,SOS,20614.797725122753,0
Pune,1.303209419409512,51,4,4,Casual,Traditional,Pastel,OBD,Mobile Oil Change,25465.83124412161,1
Mumbai,0.5644124273293546,45,12,10,Casual,Traditional,Monochrome,OBD,None,31755.12628274552,1
Mumbai,1.6278367085559624,20,9,9,Western Formal,Smart Electric Pan,Pastel,OBD,Mobile Oil Change,48222.63662416042,1
Pune,1.7760831038878475,28,8,3,Saree/Traditional,Smart Electric Pan,Vibrant,OBD,AC Clean,40823.75747551401,1
Ahmedabad,0.47654272292667677,55,0,2,Casual,Traditional,Pastel,None,SOS,3436.501121834209,0
Ahmedabad,1.0913963168042315,31,0,9,Western Formal,Cast Iron,Vibrant,OBD,None,19777.649811897925,1
Pune,1.0353359837345881,68,3,9,Casual,Traditional,Monochrome,None,SOS,24521.854415844005,1
Hyderabad,1.3322289496728201,43,3,1,Western Formal,Smart Electric Pan,Pastel,Battery Monitor,SOS,500000.0,0
Mumbai,1.0770457249355347,65,1,6,Western Formal,Traditional,Vibrant,Dashcam,AC Clean,22126.85225290634,1
Mumbai,1.1592733367562138,38,8,10,Saree/Traditional,Smart Electric Pan,Monochrome,OBD,Mobile Oil Change,39200.817174031225,1
Hyderabad,1.5850893181450145,56,13,8,Western Formal,Traditional,Monochrome,Dashcam,AC Clean,49310.21449488525,1
Ahmedabad,0.53168814023932,47,8,3,Casual,Cast Iron,Vibrant,OBD,Mobile Oil Change,19063.591261755617,1
Bangalore,1.6424238811564944,25,12,9,Casual,Traditional,Pastel,None,None,49015.12273000895,1
Bangalore,1.8846796389187506,68,12,2,Saree/Traditional,Cast Iron,Monochrome,OBD,AC Clean,51575.21436750077,1
Bangalore,2.180480996093321,37,1,6,Saree/Traditional,Cast Iron,Vibrant,Battery Monitor,AC Clean,30433.486648948234,1
Ahmedabad,0.3,65,13,1,Western Formal,Traditional,Pastel,Dashcam,SOS,29744.550862833963,1
Ahmedabad,1.0902590057308692,49,8,7,Saree/Traditional,Cast Iron,Monochrome,Dashcam,AC Clean,32428.892140470783,1
Hyderabad,0.3,39,14,3,Casual,Cast Iron,Vibrant,Battery Monitor,Mobile Oil Change,500000.0,1
Mumbai,0.3,24,5,7,Casual,Smart Electric Pan,Monochrome,None,AC Clean,15431.13091837711,1
Hyderabad,1.2864558285644871,26,7,4,Saree/Traditional,Smart Electric Pan,Monochrome,None,AC Clean,31236.518055626697,1
Hyderabad,0.1,62,9,9,Saree/Traditional,Cast Iron,Vibrant,Battery Monitor,None,33874.65895645098,1
Ahmedabad,1.3799105710624477,18,12,5,Saree/Traditional,Traditional,Monochrome,Dashcam,Mobile Oil Change,42771.89778068935,1
Bangalore,1.4916766140523894,46,14,3,Western Formal,Cast Iron,Vibrant,OBD,SOS,47702.40628594125,1
Delhi,1.9487375748647522,25,12,8,Western Formal,Traditional,Pastel,None,Mobile Oil Change,51389.80958704513,1
Mumbai,1.232352255183468,21,3,6,Casual,Smart Electric Pan,Vibrant,OBD,None,27895.608785403743,1
Ahmedabad,2.9540133703914524,52,1,2,Western Formal,Traditional,Pastel,Dashcam,Mobile Oil Change,50620.59617993021,0
Bangalore,1.3838459129911276,20,1,3,Western Formal,Cast Iron,Monochrome,OBD,Mobile Oil Change,21137.856127894232,0
Delhi,2.305487426740327,62,8,8,Western Formal,Cast Iron,Vibrant,Battery Monitor,AC Clean,51831.86625874838,1
Delhi,0.3,57,0,10,Western Formal,Cast Iron,Vibrant,None,AC Clean,5214.418203749085,1
Ahmedabad,2.0098437177303747,24,11,7,Casual,Cast Iron,Vibrant,None,Mobile Oil Change,53911.756830987,1
Pune,1.0915437061226638,44,6,10,Saree/Traditional,Cast Iron,Vibrant,Battery Monitor,Mobile Oil Change,31845.884703061052,1
Mumbai,0.3,18,10,6,Casual,Traditional,Pastel,Battery Monitor,SOS,23163.11213537239,1
Delhi,1.4523270655368719,44,13,1,Western Formal,Cast Iron,Pastel,None,None,500000.0,1
Ahmedabad,1.0182266772094095,33,2,9,Saree/Traditional,Smart Electric Pan,Monochrome,None,AC Clean,25069.226971223856,1
Ahmedabad,1.5480319490688852,55,2,3,Saree/Traditional,Cast Iron,Monochrome,None,AC Clean,23198.364525033878,0
Bangalore,1.8066458745306468,24,1,5,Saree/Traditional,Traditional,Monochrome,Dashcam,AC Clean,27024.21838225459,0
Pune,0.3065099299430424,61,13,7,Casual,Cast Iron,Monochrome,Dashcam,AC Clean,32543.152751474998,1
Mumbai,1.8089513894730946,40,9,7,Saree/Traditional,Cast Iron,Vibrant,Dashcam,Mobile Oil Change,46297.70437941816,1
Hyderabad,1.2038876905324298,58,5,3,Casual,Traditional,Pastel,OBD,Mobile Oil Change,28047.815259632833,0
Bangalore,2.0117047048159633,28,12,4,Casual,Cast Iron,Pastel,Dashcam,SOS,56204.52823211879,1
Delhi,1.076911062601279,59,9,10,Western Formal,Traditional,Pastel,None,AC Clean,38466.967860259334,1
Delhi,0.9177546644811473,50,1,7,Western Formal,Cast Iron,Pastel,Dashcam,AC Clean,23511.632130248705,1
Bangalore,1.2162324244133709,67,9,8,Saree/Traditional,Smart Electric Pan,Monochrome,None,Mobile Oil Change,40328.29616726498,1
Ahmedabad,1.2611164238279118,53,14,2,Saree/Traditional,Cast Iron,Vibrant,Battery Monitor,SOS,46493.922896235854,1
Delhi,0.8023291191049587,54,3,9,Western Formal,Traditional,Pastel,OBD,Mobile Oil Change,20873.05470016924,1
Pune,0.9022171614268297,58,9,7,Casual,Smart Electric Pan,Vibrant,OBD,AC Clean,32100.76748199412,1
Mumbai,0.4638746792917263,34,8,8,Casual,Traditional,Vibrant,Battery Monitor,AC Clean,24548.399894092927,1
Pune,0.9392129461258831,52,8,6,Western Formal,Cast Iron,Vibrant,None,None,31557.13375783113,1
Delhi,1.6057860359985472,65,5,6,Casual,Smart Electric Pan,Vibrant,OBD,None,31866.597595762996,1
Hyderabad,1.1175874956563137,22,12,9,Western Formal,Traditional,Pastel,Dashcam,None,42754.5946764114,1
Mumbai,1.805439177628397,65,3,4,Western Formal,Smart Electric Pan,Pastel,None,SOS,33351.60818430478,0
Mumbai,1.0887423194081558,49,6,5,Saree/Traditional,Smart Electric Pan,Pastel,OBD,Mobile Oil Change,30202.28723681141,1
Bangalore,0.3410892013660115,20,13,9,Saree/Traditional,Traditional,Monochrome,Battery Monitor,AC Clean,30383.312102144137,1
Bangalore,1.5583649325339497,69,0,1,Western Formal,Smart Electric Pan,Pastel,None,AC Clean,21797.1988098968,0
Hyderabad,0.7958261153799584,64,11,4,Saree/Traditional,Traditional,Monochrome,OBD,SOS,34029.53469827784,1
Ahmedabad,1.0599796267418793,52,3,7,Western Formal,Smart Electric Pan,Monochrome,Battery Monitor,AC Clean,25531.505716029464,1
Mumbai,1.9425432284904702,69,4,9,Casual,Smart Electric Pan,Monochrome,None,AC Clean,38126.34615137246,1
Hyderabad,0.5034777241670917,31,7,10,Casual,Smart Electric Pan,Pastel,Dashcam,Mobile Oil Change,28109.787413663245,1
Bangalore,1.298846272478631,65,11,6,Casual,Cast Iron,Pastel,None,None,45619.742345229344,1
Bangalore,1.1756889899785248,48,1,8,Casual,Cast Iron,Pastel,Dashcam,None,17888.356179908216,1
Mumbai,1.6205554292622617,48,11,9,Western Formal,Traditional,Monochrome,None,SOS,45377.25058932944,1
Pune,1.7130920192892134,34,4,10,Casual,Smart Electric Pan,Monochrome,Battery Monitor,None,37245.0028627476,1
Delhi,1.3583034025493355,41,5,4,Casual,Traditional,Vibrant,Dashcam,None,32086.86507926551,1
Bangalore,0.9837752120517601,69,4,1,Casual,Cast Iron,Monochrome,Dashcam,SOS,28753.648098559846,0
Ahmedabad,1.4840235024155761,40,14,8,Casual,Cast Iron,Monochrome,None,SOS,51083.035376409156,1
Ahmedabad,2.001393538286737,35,12,2,Western Formal,Cast Iron,Pastel,OBD,None,52071.68029135742,1
Bangalore,1.1836260362161795,67,8,1,Casual,Cast Iron,Vibrant,Dashcam,Mobile Oil Change,29140.284617473833,0
Pune,1.0396463313461841,31,9,7,Saree/Traditional,Traditional,Vibrant,None,SOS,29838.514783755927,1
Pune,1.432902154600794,67,0,10,Saree/Traditional,Smart Electric Pan,Vibrant,Battery Monitor,AC Clean,25092.515580762294,1
Hyderabad,1.223236212221767,32,13,9,Saree/Traditional,Traditional,Pastel,None,SOS,51520.69875925063,1
Ahmedabad,0.3973743456493205,32,2,9,Saree/Traditional,Smart Electric Pan,Vibrant,None,AC Clean,12525.309005672996,1
Hyderabad,1.3435984802384888,23,13,3,Saree/Traditional,Cast Iron,Vibrant,Dashcam,SOS,42435.78229024929,1
Ahmedabad,0.39194255474174156,44,1,6,Saree/Traditional,Smart Electric Pan,Pastel,OBD,SOS,11435.346513633727,0
Delhi,1.4246883878450673,32,11,7,Western Formal,Cast Iron,Vibrant,Battery Monitor,None,37953.63007395542,1
Delhi,0.7217143653560596,67,12,10,Saree/Traditional,Traditional,Monochrome,Dashcam,None,36663.58619240764,1
Mumbai,1.2221248825118076,53,2,9,Casual,Smart Electric Pan,Monochrome,Dashcam,None,28005.00779035038,1
Hyderabad,1.434356343719542,25,9,2,Saree/Traditional,Traditional,Monochrome,Dashcam,Mobile Oil Change,35672.66755602023,1
Bangalore,2.672342007566143,32,8,8,Western Formal,Cast Iron,Monochrome,Battery Monitor,None,61791.7394206845,1
Hyderabad,1.6456499770721544,20,12,7,Saree/Traditional,Traditional,Monochrome,OBD,None,51063.79730429992,1
Bangalore,2.0188792858454008,64,13,4,Casual,Cast Iron,Monochrome,Battery Monitor,SOS,59416.95299445717,1
Pune,2.3230486912163544,30,8,2,Casual,Cast Iron,Monochrome,Battery Monitor,SOS,45916.792507347454,1
Hyderabad,1.4935535501996666,58,9,8,Western Formal,Cast Iron,Monochrome,OBD,Mobile Oil Change,41261.20297694633,1
Pune,1.3714138801603193,51,1,5,Western Formal,Traditional,Monochrome,Battery Monitor,AC Clean,27137.58790798948,0
Delhi,0.5599673347042705,41,13,6,Western Formal,Traditional,Pastel,None,SOS,29705.93394145218,1
Delhi,1.1300220405597634,57,2,7,Western Formal,Smart Electric Pan,Pastel,Battery Monitor,SOS,26191.545673685247,1
Mumbai,0.7661473622184825,49,13,10,Saree/Traditional,Smart Electric Pan,Monochrome,Dashcam,AC Clean,38352.669759474265,1
Hyderabad,0.9593646899253683,49,3,1,Saree/Traditional,Traditional,Pastel,Battery Monitor,Mobile Oil Change,23009.356889663715,0
Pune,2.322398025715481,47,8,8,Casual,Traditional,Pastel,Dashcam,SOS,53088.380569907546,1
Bangalore,1.2687729055199937,69,2,4,Western Formal,Traditional,Monochrome,Battery Monitor,None,28464.072836310836,1
Delhi,0.6744602533703348,66,12,9,Western Formal,Traditional,Monochrome,Dashcam,Mobile Oil Change,31441.173801792207,1
Delhi,2.0247200728147825,30,6,1,Saree/Traditional,Cast Iron,Pastel,Dashcam,AC Clean,42558.01196500879,0
Bangalore,1.7731652857424693,18,11,2,Western Formal,Cast Iron,Monochrome,Dashcam,AC Clean,42662.78345102594,1
Pune,1.804592095560238,51,2,6,Casual,Cast Iron,Monochrome,OBD,None,34327.49631368179,1
Pune,0.3,32,6,10,Casual,Traditional,Monochrome,Battery Monitor,None,20283.459753588166,1
Hyderabad,2.369202574632891,61,6,1,Western Formal,Cast Iron,Monochrome,Battery Monitor,None,45882.79393132719,0
Hyderabad,0.8648911547436677,31,8,4,Casual,Cast Iron,Pastel,None,Mobile Oil Change,26621.975646529154,1
Ahmedabad,1.6667728636756531,46,1,8,Casual,Smart Electric Pan,Vibrant,None,AC Clean,29025.4949401454,1
Ahmedabad,2.7142798743702192,51,12,10,Saree/Traditional,Smart Electric Pan,Pastel,None,None,66607.15612537299,1
Mumbai,2.4931996489143704,35,5,5,Casual,Cast Iron,Vibrant,Battery Monitor,None,49250.555068623486,1
Delhi,0.6134627247163879,24,8,9,Western Formal,Cast Iron,Vibrant,OBD,AC Clean,32998.88880037568,1
Hyderabad,0.3332895977986362,46,11,6,Western Formal,Cast Iron,Vibrant,Dashcam,SOS,29819.593414610783,1
Pune,2.0582079593087568,48,14,1,Casual,Traditional,Pastel,Battery Monitor,Mobile Oil Change,54712.42892732133,1
Bangalore,1.2852334869563997,42,11,6,Western Formal,Smart Electric Pan,Pastel,OBD,SOS,43216.62925304468,1
Pune,0.8994711352187521,55,14,6,Saree/Traditional,Smart Electric Pan,Pastel,OBD,None,43736.024263723884,1
Delhi,1.5727311281634284,31,1,6,Casual,Smart Electric Pan,Pastel,Battery Monitor,Mobile Oil Change,25823.066257682258,1
Ahmedabad,1.1022722535243354,25,1,8,Casual,Cast Iron,Pastel,Dashcam,SOS,23640.551912492872,1
Pune,1.620794482229246,44,12,6,Casual,Traditional,Vibrant,OBD,AC Clean,43851.7151300433,1
Mumbai,1.2401890846912396,19,13,5,Western Formal,Smart Electric Pan,Pastel,Battery Monitor,None,41925.65205768209,1
Delhi,1.6334327569969,34,4,2,Western Formal,Smart Electric Pan,Vibrant,Dashcam,Mobile Oil Change,28228.799342294584,0
Ahmedabad,0.6632803865181668,54,9,4,Casual,Traditional,Pastel,None,Mobile Oil Change,27116.03469216932,1
Bangalore,2.054677207879581,31,9,10,Western Formal,Cast Iron,Pastel,OBD,Mobile Oil Change,49599.2216695721,1
Ahmedabad,1.618574022439463,42,11,5,Western Formal,Cast Iron,Monochrome,OBD,Mobile Oil Change,44887.7429240118,1
Mumbai,1.5877784216421436,47,9,10,Casual,Smart Electric Pan,Vibrant,Battery Monitor,None,46463.10418872251,1
Delhi,0.5293980437928036,46,7,4,Casual,Smart Electric Pan,Pastel,Battery Monitor,None,22412.71793553543,1
Bangalore,2.219779449986548,37,10,2,Western Formal,Traditional,Pastel,Dashcam,AC Clean,54497.66103952481,1
Mumbai,1.191770340380239,38,14,7,Casual,Smart Electric Pan,Pastel,None,AC Clean,50755.60591524797,1
Ahmedabad,1.6368293174579045,39,8,10,Casual,Traditional,Monochrome,None,AC Clean,49236.437535771314,1
Mumbai,1.0063053217520348,52,1,10,Casual,Smart Electric Pan,Vibrant,Battery Monitor,SOS,20475.167473490732,1
Delhi,1.3565334388092583,54,4,2,Casual,Smart Electric Pan,Pastel,Battery Monitor,AC Clean,29952.237549302183,1
Hyderabad,1.3782764112716426,33,13,1,Western Formal,Smart Electric Pan,Pastel,Dashcam,None,44009.86913817725,1
Mumbai,0.3,67,6,5,Casual,Cast Iron,Pastel,Battery Monitor,SOS,20342.59824568914,1
Mumbai,1.5494688747928986,66,14,1,Saree/Traditional,Traditional,Monochrome,Dashcam,None,51301.10345696781,1
Ahmedabad,2.3792048770332506,60,5,1,Casual,Traditional,Pastel,Dashcam,SOS,43106.45632106201,1
Ahmedabad,1.5238681553951743,34,5,1,Saree/Traditional,Cast Iron,Vibrant,None,AC Clean,30717.910695163606,0
Bangalore,0.6253750506661571,33,6,6,Casual,Cast Iron,Vibrant,Dashcam,AC Clean,26738.764831854987,1
Ahmedabad,1.5899769396923322,19,2,9,Saree/Traditional,Cast Iron,Vibrant,None,AC Clean,29402.143757066067,1
Pune,1.8356883181040033,21,12,10,Saree/Traditional,Traditional,Vibrant,None,SOS,52799.93873506508,1
Delhi,1.5074799097142322,38,2,1,Casual,Smart Electric Pan,Pastel,None,None,28637.321372811643,0
Delhi,1.1555237361419737,56,9,5,Casual,Cast Iron,Monochrome,Battery Monitor,Mobile Oil Change,35036.129177666844,1
Hyderabad,1.0547104645056415,51,8,9,Casual,Cast Iron,Monochrome,None,None,38422.55250469922,1
Hyderabad,1.0522141467799158,47,13,9,Saree/Traditional,Cast Iron,Monochrome,Dashcam,AC Clean,45882.530218528256,1
Delhi,1.6186661406067275,23,7,1,Western Formal,Smart Electric Pan,Pastel,Battery Monitor,SOS,34627.48390401901,1
Hyderabad,0.35572560296422306,34,4,8,Western Formal,Smart Electric Pan,Monochrome,Dashcam,SOS,13979.364209904152,1
Bangalore,0.976876103486756,56,5,1,Casual,Cast Iron,Vibrant,Battery Monitor,AC Clean,25815.82617593805,0
Ahmedabad,2.1573658938065687,42,10,8,Western Formal,Smart Electric Pan,Pastel,Dashcam,SOS,53404.41669034665,1
Delhi,2.1805171599463056,22,11,1,Western Formal,Cast Iron,Monochrome,OBD,AC Clean,47086.080384906614,1
Hyderabad,0.3131117473190027,22,9,5,Casual,Smart Electric Pan,Vibrant,OBD,None,19984.027593353498,1
Delhi,0.5211518332418347,37,0,8,Saree/Traditional,Traditional,Vibrant,OBD,SOS,11719.563390140836,1
Pune,1.037627652283238,33,9,6,Casual,Traditional,Pastel,Dashcam,Mobile Oil Change,36836.0611593852,1
Mumbai,1.7355537102686112,68,11,9,Western Formal,Smart Electric Pan,Pastel,Battery Monitor,SOS,52147.84676559048,1
Ahmedabad,0.3,58,0,1,Saree/Traditional,Traditional,Monochrome,None,AC Clean,10788.510865312446,0
Delhi,1.167114819049513,54,3,9,Western Formal,Traditional,Monochrome,None,Mobile Oil Change,24432.339097806012,1
Mumbai,0.915492506052213,57,1,1,Saree/Traditional,Traditional,Monochrome,Dashcam,AC Clean,14001.485051427146,0
Hyderabad,1.99557880457114,26,10,10,Western Formal,Cast Iron,Pastel,Dashcam,SOS,51857.697616586585,1
Mumbai,0.3,22,6,10,Casual,Smart Electric Pan,Monochrome,Dashcam,Mobile Oil Change,14272.07925333715,1
Ahmedabad,1.2555243692961733,59,1,3,Western Formal,Smart Electric Pan,Monochrome,Dashcam,Mobile Oil Change,21823.63985903981,0
Delhi,0.9638343375908438,19,9,1,Western Formal,Smart Electric Pan,Vibrant,None,SOS,30471.000510815727,1
Pune,2.0818793557663726,26,1,3,Saree/Traditional,Traditional,Vibrant,Battery Monitor,Mobile Oil Change,36603.34391207145,0
Hyderabad,1.5585915878119496,60,4,2,Western Formal,Cast Iron,Vibrant,None,None,34263.43561286245,0
Delhi,0.8485106044453592,53,3,2,Casual,Smart Electric Pan,Monochrome,Dashcam,Mobile Oil Change,19999.479752807772,0
Ahmedabad,1.7120318659974494,39,7,9,Casual,Traditional,Pastel,OBD,Mobile Oil Change,41889.101102499604,1
Hyderabad,0.9667026880148557,39,3,8,Casual,Cast Iron,Vibrant,None,None,24192.58664461472,1
Bangalore,1.7995978267438522,39,13,1,Saree/Traditional,Cast Iron,Pastel,OBD,AC Clean,48415.48379353981,1
Mumbai,1.057753805468653,51,11,4,Saree/Traditional,Smart Electric Pan,Monochrome,OBD,AC Clean,37018.27641562232,1
Ahmedabad,1.832799947261258,46,5,1,Western Formal,Smart Electric Pan,Monochrome,Dashcam,None,36942.297265535606,0
Bangalore,1.46164917307635,55,4,1,Western Formal,Traditional,Vibrant,None,Mobile Oil Change,29299.48196316657,0
Delhi,3.156294648414854,63,10,4,Western Formal,Smart Electric Pan,Pastel,Battery Monitor,SOS,66431.34181673036,1
Pune,1.1682623967503973,50,13,2,Saree/Traditional,Traditional,Vibrant,None,None,39860.12838860504,1
Hyderabad,1.429717374972869,35,1,3,Saree/Traditional,Cast Iron,Monochrome,Battery Monitor,SOS,21368.952796854883,0
Mumbai,0.9123451549704413,24,10,9,Western Formal,Cast Iron,Pastel,Battery Monitor,AC Clean,34669.90655450386,1
Hyderabad,1.201611204452867,18,14,2,Saree/Traditional,Cast Iron,Vibrant,Dashcam,None,45807.21705083694,1
Delhi,0.3,50,12,4,Saree/Traditional,Cast Iron,Monochrome,Battery Monitor,SOS,22487.78511988169,1
Hyderabad,1.4793504099246193,18,11,1,Casual,Smart Electric Pan,Vibrant,None,Mobile Oil Change,40898.41118851792,1
Mumbai,2.005724527769647,41,13,2,Casual,Smart Electric Pan,Pastel,None,None,60493.156078229906,1
Delhi,1.4379780027596125,21,7,5,Western Formal,Traditional,Pastel,OBD,SOS,35590.739738164826,1
Hyderabad,0.41168312521357364,21,1,10,Western Formal,Traditional,Pastel,Battery Monitor,None,12429.296135560646,1
Pune,0.7189277083745993,35,8,1,Casual,Traditional,Pastel,Dashcam,None,31100.102066631487,0
Ahmedabad,0.3,44,14,7,Saree/Traditional,Traditional,Pastel,Dashcam,AC Clean,33458.3058187654,1
Delhi,1.7873544041192544,60,8,4,Western Formal,Traditional,Vibrant,None,AC Clean,43837.12163652629,1
Ahmedabad,0.5960920243742518,49,2,6,Western Formal,Cast Iron,Vibrant,Battery Monitor,Mobile Oil Change,12210.940343444632,0
Delhi,1.1827748458726632,50,3,8,Western Formal,Cast Iron,Vibrant,Dashcam,AC Clean,27280.092846819516,1
Pune,1.1077574566036679,45,7,6,Saree/Traditional,Cast Iron,Vibrant,Battery Monitor,AC Clean,31571.97059499045,1
Ahmedabad,2.09263622139496,59,8,2,Casual,Traditional,Monochrome,Battery Monitor,AC Clean,49364.2838038999,1
Bangalore,1.251168790779443,58,2,1,Western Formal,Cast Iron,Monochrome,OBD,SOS,26599.50015572699,0
Mumbai,1.6853357520636059,53,4,8,Casual,Cast Iron,Vibrant,Dashcam,None,35770.9720110966,1
Bangalore,1.5278782584885975,23,10,8,Casual,Cast Iron,Monochrome,OBD,AC Clean,45264.46173388099,1
Hyderabad,2.0156468519768396,33,14,9,Saree/Traditional,Cast Iron,Monochrome,Dashcam,SOS,53365.07972592036,1
